S.No.,Name,Price,P/E,Cap,QtrSV,QtrPV,QoQS,QoQP,Prom.,DII,FII,ExpQV,Down%,PromC,IntCov,3M-RETURN,SYMBOL,SECTOR
2.,SBI Life Insuran,1785.50,74.17,178931.23,-36.37,0.33,22.31,47.69,55.38,18.67,21.88,5.43,7.77,-0.01,,21.78,SBILIFE,Insurance
3.,ICICI Lombard,1868.30,36.96,92640.60,12.24,-1.91,-1.78,-29.65,51.55,17.74,23.68,16.54,18.84,-0.05,,7.78,ICICIGI,Insurance
4.,General Insuranc,426.15,9.95,74763.76,-0.04,16.53,-9.97,-9.65,82.40,13.68,1.93,2.00,18.91,0.00,,13.90,GICRE,Insurance
5.,Niva Bupa Health,87.59,74.99,16011.18,27.00,31.21,32.81,1456.50,55.98,9.71,8.90,,19.94,0.00,,6.30,NIVABUPA,Insurance
6.,ICICI Pru Life,614.15,74.89,88780.28,-30.22,121.85,245.81,18.58,73.00,8.80,13.24,6.96,22.92,-0.01,,5.25,ICICIPRULI,Insurance
7.,Go Digit General,297.90,64.74,27496.94,15.00,119.54,6.49,-2.46,73.12,15.26,7.86,15.34,26.90,-0.06,,-0.32,GODIGIT,Insurance
8.,Life Insurance,850.00,12.48,537624.78,-4.81,16.69,-11.85,42.55,96.50,1.27,0.10,10.30,30.44,0.00,,10.70,LICI,Insurance
9.,Star Health Insu,429.85,39.11,25266.00,10.65,-99.64,-1.56,-99.76,57.67,15.44,18.69,14.89,33.63,-0.01,,7.09,STARHEALTH,Insurance
10.,New India Assura,177.70,29.63,29284.96,-5.83,-51.70,-0.77,284.58,85.44,11.20,0.91,4.29,42.70,0.00,,12.48,NIACL,Insurance
1.,HDFC Life Insur.,748.20,88.94,161086.59,-13.73,15.48,39.83,12.83,50.32,14.10,24.96,1.23,5.30,0.00,,19.96,HDFCLIFE,Insurance
2.,SBI Life Insuran,1785.50,74.17,178931.23,-36.37,0.33,22.31,47.69,55.38,18.67,21.88,5.43,7.77,-0.01,,21.78,SBILIFE,Insurance
3.,ICICI Lombard,1868.30,36.96,92640.60,12.24,-1.91,-1.78,-29.65,51.55,17.74,23.68,16.54,18.84,-0.05,,7.78,ICICIGI,Insurance
4.,General Insuranc,426.15,9.95,74763.76,-0.04,16.53,-9.97,-9.65,82.40,13.68,1.93,2.00,18.91,0.00,,13.90,GICRE,Insurance
5.,Niva Bupa Health,87.59,74.99,16011.18,27.00,31.21,32.81,1456.50,55.98,9.71,8.90,,19.94,0.00,,6.30,NIVABUPA,Insurance
6.,ICICI Pru Life,614.15,74.89,88780.28,-30.22,121.85,245.81,18.58,73.00,8.80,13.24,6.96,22.92,-0.01,,5.25,ICICIPRULI,Insurance
7.,Go Digit General,297.90,64.74,27496.94,15.00,119.54,6.49,-2.46,73.12,15.26,7.86,15.34,26.90,-0.06,,-0.32,GODIGIT,Insurance
8.,Life Insurance,850.00,12.48,537624.78,-4.81,16.69,-11.85,42.55,96.50,1.27,0.10,10.30,30.44,0.00,,10.70,LICI,Insurance
9.,Star Health Insu,429.85,39.11,25266.00,10.65,-99.64,-1.56,-99.76,57.67,15.44,18.69,14.89,33.63,-0.01,,7.09,STARHEALTH,Insurance
10.,New India Assura,177.70,29.63,29284.96,-5.83,-51.70,-0.77,284.58,85.44,11.20,0.91,4.29,42.70,0.00,,12.48,NIACL,Insurance
1.,HDFC Life Insur.,748.20,88.94,161086.59,-13.73,15.48,39.83,12.83,50.32,14.10,24.96,1.23,5.30,0.00,,19.96,HDFCLIFE,Insurance
2.,SBI Life Insuran,1785.50,74.17,178931.23,-36.37,0.33,22.31,47.69,55.38,18.67,21.88,5.43,7.77,-0.01,,21.78,SBILIFE,Insurance
3.,ICICI Lombard,1868.30,36.96,92640.60,12.24,-1.91,-1.78,-29.65,51.55,17.74,23.68,16.54,18.84,-0.05,,7.78,ICICIGI,Insurance
4.,General Insuranc,426.15,9.95,74763.76,-0.04,16.53,-9.97,-9.65,82.40,13.68,1.93,2.00,18.91,0.00,,13.90,GICRE,Insurance
5.,Niva Bupa Health,87.59,74.99,16011.18,27.00,31.21,32.81,1456.50,55.98,9.71,8.90,,19.94,0.00,,6.30,NIVABUPA,Insurance
6.,ICICI Pru Life,614.15,74.89,88780.28,-30.22,121.85,245.81,18.58,73.00,8.80,13.24,6.96,22.92,-0.01,,5.25,ICICIPRULI,Insurance
7.,Go Digit General,297.90,64.74,27496.94,15.00,119.54,6.49,-2.46,73.12,15.26,7.86,15.34,26.90,-0.06,,-0.32,GODIGIT,Insurance
8.,Life Insurance,850.00,12.48,537624.78,-4.81,16.69,-11.85,42.55,96.50,1.27,0.10,10.30,30.44,0.00,,10.70,LICI,Insurance
9.,Star Health Insu,429.85,39.11,25266.00,10.65,-99.64,-1.56,-99.76,57.67,15.44,18.69,14.89,33.63,-0.01,,7.09,STARHEALTH,Insurance
10.,New India Assura,177.70,29.63,29284.96,-5.83,-51.70,-0.77,284.58,85.44,11.20,0.91,4.29,42.70,0.00,,12.48,NIACL,Insurance
1.,HDFC Life Insur.,748.20,88.94,161086.59,-13.73,15.48,39.83,12.83,50.32,14.10,24.96,1.23,5.30,0.00,,19.96,HDFCLIFE,Insurance
2.,SBI Life Insuran,1785.50,74.17,178931.23,-36.37,0.33,22.31,47.69,55.38,18.67,21.88,5.43,7.77,-0.01,,21.78,SBILIFE,Insurance
3.,ICICI Lombard,1868.30,36.96,92640.60,12.24,-1.91,-1.78,-29.65,51.55,17.74,23.68,16.54,18.84,-0.05,,7.78,ICICIGI,Insurance
4.,General Insuranc,426.15,9.95,74763.76,-0.04,16.53,-9.97,-9.65,82.40,13.68,1.93,2.00,18.91,0.00,,13.90,GICRE,Insurance
5.,Niva Bupa Health,87.59,74.99,16011.18,27.00,31.21,32.81,1456.50,55.98,9.71,8.90,,19.94,0.00,,6.30,NIVABUPA,Insurance
6.,ICICI Pru Life,614.15,74.89,88780.28,-30.22,121.85,245.81,18.58,73.00,8.80,13.24,6.96,22.92,-0.01,,5.25,ICICIPRULI,Insurance
7.,Go Digit General,297.90,64.74,27496.94,15.00,119.54,6.49,-2.46,73.12,15.26,7.86,15.34,26.90,-0.06,,-0.32,GODIGIT,Insurance
8.,Life Insurance,850.00,12.48,537624.78,-4.81,16.69,-11.85,42.55,96.50,1.27,0.10,10.30,30.44,0.00,,10.70,LICI,Insurance
9.,Star Health Insu,429.85,39.11,25266.00,10.65,-99.64,-1.56,-99.76,57.67,15.44,18.69,14.89,33.63,-0.01,,7.09,STARHEALTH,Insurance
10.,New India Assura,177.70,29.63,29284.96,-5.83,-51.70,-0.77,284.58,85.44,11.20,0.91,4.29,42.70,0.00,,12.48,NIACL,Insurance
1.,HDFC Life Insur.,748.20,88.94,161086.59,-13.73,15.48,39.83,12.83,50.32,14.10,24.96,1.23,5.30,0.00,,19.96,HDFCLIFE,Insurance
2.,SBI Life Insuran,1785.50,74.17,178931.23,-36.37,0.33,22.31,47.69,55.38,18.67,21.88,5.43,7.77,-0.01,,21.78,SBILIFE,Insurance
3.,ICICI Lombard,1868.30,36.96,92640.60,12.24,-1.91,-1.78,-29.65,51.55,17.74,23.68,16.54,18.84,-0.05,,7.78,ICICIGI,Insurance
4.,General Insuranc,426.15,9.95,74763.76,-0.04,16.53,-9.97,-9.65,82.40,13.68,1.93,2.00,18.91,0.00,,13.90,GICRE,Insurance
5.,Niva Bupa Health,87.59,74.99,16011.18,27.00,31.21,32.81,1456.50,55.98,9.71,8.90,,19.94,0.00,,6.30,NIVABUPA,Insurance
6.,ICICI Pru Life,614.15,74.89,88780.28,-30.22,121.85,245.81,18.58,73.00,8.80,13.24,6.96,22.92,-0.01,,5.25,ICICIPRULI,Insurance
7.,Go Digit General,297.90,64.74,27496.94,15.00,119.54,6.49,-2.46,73.12,15.26,7.86,15.34,26.90,-0.06,,-0.32,GODIGIT,Insurance
8.,Life Insurance,850.00,12.48,537624.78,-4.81,16.69,-11.85,42.55,96.50,1.27,0.10,10.30,30.44,0.00,,10.70,LICI,Insurance
9.,Star Health Insu,429.85,39.11,25266.00,10.65,-99.64,-1.56,-99.76,57.67,15.44,18.69,14.89,33.63,-0.01,,7.09,STARHEALTH,Insurance
10.,New India Assura,177.70,29.63,29284.96,-5.83,-51.70,-0.77,284.58,85.44,11.20,0.91,4.29,42.70,0.00,,12.48,NIACL,Insurance
1.,HCL Infosystems,20.69,,681.14,-30.15,43.55,-16.05,33.04,62.89,0.04,0.00,-17.23,12.52,0.00,-174.00,40.05,HCL-INSYS,IT - Hardware
2.,TVS Elec.,417.65,,778.94,15.02,62.64,-4.41,50.76,59.91,0.02,0.03,16.76,14.77,0.00,0.14,22.83,TVSELECT,IT - Hardware
3.,Richa Info,81.65,3.79,19.84,294.61,968.89,998.97,1018.60,12.61,0.00,0.46,,22.94,-40.97,25.07,21.87,RICHA,IT - Hardware
4.,Aztec Fluids,99.75,18.95,135.66,7.08,33.63,19.75,64.21,74.00,2.26,2.80,,26.11,0.00,20.13,21.66,544177,IT - Hardware
5.,Labelkraft Tech.,66.50,20.35,21.57,15.09,-11.76,20.07,-26.23,73.16,0.00,0.00,,28.49,0.00,5.50,9.02,543830,IT - Hardware
6.,Control Print,629.70,22.00,1007.15,16.60,-37.73,1.52,-38.65,52.98,0.58,3.47,16.27,31.35,0.28,12.18,1.47,CONTROLPR,IT - Hardware
7.,WEP Solutions,30.86,26.91,113.58,-12.40,-18.63,-0.56,-27.83,41.21,0.00,0.00,-6.88,39.13,-0.04,3.76,12.39,532373,IT - Hardware
8.,Netweb Technol.,1834.60,90.79,10393.69,55.95,44.94,24.15,41.79,71.03,5.34,10.67,64.88,40.05,-0.36,49.66,29.44,NETWEB,IT - Hardware
9.,VXL Instruments,4.50,,6.00,-100.00,56.58,,-73.68,4.72,0.03,0.00,-56.72,44.44,0.00,-15.50,-2.39,517399,IT - Hardware
10.,Slone,260.00,20.21,136.99,655.46,121.60,278.20,129.13,73.13,0.00,0.03,,45.38,-0.18,38.76,-0.34,SLONE,IT - Hardware
11.,Brisk Technovisi,113.00,17.25,22.60,-19.91,-45.39,12.15,72.92,59.98,0.00,0.00,,45.80,0.00,,-8.13,544101,IT - Hardware
12.,Panache Digilife,185.00,48.07,281.72,9.65,-48.84,189.39,8.91,51.61,0.00,0.00,24.12,46.46,0.00,6.75,-29.63,PANACHE,IT - Hardware
13.,Smartlink Hold.,160.00,24.15,159.61,-13.87,-55.76,21.78,51.18,72.84,0.00,0.29,10.38,55.02,0.00,8.21,-3.77,SMARTLINK,IT - Hardware
14.,Adtech Systems,74.60,22.33,88.87,-20.51,-17.65,-19.62,-30.39,67.88,0.84,0.00,,58.77,0.00,43.25,-9.40,544185,IT - Hardware
15.,Esconet,173.00,45.03,228.29,49.71,-11.80,54.67,13.03,61.30,0.00,0.04,,67.96,0.00,8.95,-31.21,ESCONET,IT - Hardware
16.,Cerebra Integr.,4.92,,59.62,-10.35,71.30,-11.82,59.80,0.84,0.01,0.00,4.33,69.00,0.00,-9.51,-18.74,CEREBRAINT,IT - Hardware
17.,Bharat Global,380.35,230.21,3851.41,26188.57,189.58,27.58,-86.25,0.00,0.00,0.00,,77.67,0.00,,-67.62,521238,IT - Hardware
18.,AGS Transact,4.93,,63.32,-43.92,-1163.07,-40.40,-1380.55,59.07,6.12,0.41,-16.48,95.84,-5.99,-5.65,-85.32,AGSTRA,IT - Hardware
11.,Brisk Technovisi,113.00,17.25,22.60,-19.91,-45.39,12.15,72.92,59.98,0.00,0.00,,45.80,0.00,,-8.13,544101,IT - Hardware
12.,Panache Digilife,185.00,48.07,281.72,9.65,-48.84,189.39,8.91,51.61,0.00,0.00,24.12,46.46,0.00,6.75,-29.63,PANACHE,IT - Hardware
13.,Smartlink Hold.,160.00,24.15,159.61,-13.87,-55.76,21.78,51.18,72.84,0.00,0.29,10.38,55.02,0.00,8.21,-3.77,SMARTLINK,IT - Hardware
14.,Adtech Systems,74.60,22.33,88.87,-20.51,-17.65,-19.62,-30.39,67.88,0.84,0.00,,58.77,0.00,43.25,-9.40,544185,IT - Hardware
15.,Esconet,173.00,45.03,228.29,49.71,-11.80,54.67,13.03,61.30,0.00,0.04,,67.96,0.00,8.95,-31.21,ESCONET,IT - Hardware
16.,Cerebra Integr.,4.92,,59.62,-10.35,71.30,-11.82,59.80,0.84,0.01,0.00,4.33,69.00,0.00,-9.51,-18.74,CEREBRAINT,IT - Hardware
17.,Bharat Global,380.35,230.21,3851.41,26188.57,189.58,27.58,-86.25,0.00,0.00,0.00,,77.67,0.00,,-67.62,521238,IT - Hardware
18.,AGS Transact,4.93,,63.32,-43.92,-1163.07,-40.40,-1380.55,59.07,6.12,0.41,-16.48,95.84,-5.99,-5.65,-85.32,AGSTRA,IT - Hardware
11.,Brisk Technovisi,113.00,17.25,22.60,-19.91,-45.39,12.15,72.92,59.98,0.00,0.00,,45.80,0.00,,-8.13,544101,IT - Hardware
12.,Panache Digilife,185.00,48.07,281.72,9.65,-48.84,189.39,8.91,51.61,0.00,0.00,24.12,46.46,0.00,6.75,-29.63,PANACHE,IT - Hardware
13.,Smartlink Hold.,160.00,24.15,159.61,-13.87,-55.76,21.78,51.18,72.84,0.00,0.29,10.38,55.02,0.00,8.21,-3.77,SMARTLINK,IT - Hardware
14.,Adtech Systems,74.60,22.33,88.87,-20.51,-17.65,-19.62,-30.39,67.88,0.84,0.00,,58.77,0.00,43.25,-9.40,544185,IT - Hardware
15.,Esconet,173.00,45.03,228.29,49.71,-11.80,54.67,13.03,61.30,0.00,0.04,,67.96,0.00,8.95,-31.21,ESCONET,IT - Hardware
16.,Cerebra Integr.,4.92,,59.62,-10.35,71.30,-11.82,59.80,0.84,0.01,0.00,4.33,69.00,0.00,-9.51,-18.74,CEREBRAINT,IT - Hardware
17.,Bharat Global,380.35,230.21,3851.41,26188.57,189.58,27.58,-86.25,0.00,0.00,0.00,,77.67,0.00,,-67.62,521238,IT - Hardware
18.,AGS Transact,4.93,,63.32,-43.92,-1163.07,-40.40,-1380.55,59.07,6.12,0.41,-16.48,95.84,-5.99,-5.65,-85.32,AGSTRA,IT - Hardware
11.,Brisk Technovisi,113.00,17.25,22.60,-19.91,-45.39,12.15,72.92,59.98,0.00,0.00,,45.80,0.00,,-8.13,544101,IT - Hardware
12.,Panache Digilife,185.00,48.07,281.72,9.65,-48.84,189.39,8.91,51.61,0.00,0.00,24.12,46.46,0.00,6.75,-29.63,PANACHE,IT - Hardware
13.,Smartlink Hold.,160.00,24.15,159.61,-13.87,-55.76,21.78,51.18,72.84,0.00,0.29,10.38,55.02,0.00,8.21,-3.77,SMARTLINK,IT - Hardware
14.,Adtech Systems,74.60,22.33,88.87,-20.51,-17.65,-19.62,-30.39,67.88,0.84,0.00,,58.77,0.00,43.25,-9.40,544185,IT - Hardware
15.,Esconet,173.00,45.03,228.29,49.71,-11.80,54.67,13.03,61.30,0.00,0.04,,67.96,0.00,8.95,-31.21,ESCONET,IT - Hardware
16.,Cerebra Integr.,4.92,,59.62,-10.35,71.30,-11.82,59.80,0.84,0.01,0.00,4.33,69.00,0.00,-9.51,-18.74,CEREBRAINT,IT - Hardware
17.,Bharat Global,380.35,230.21,3851.41,26188.57,189.58,27.58,-86.25,0.00,0.00,0.00,,77.67,0.00,,-67.62,521238,IT - Hardware
18.,AGS Transact,4.93,,63.32,-43.92,-1163.07,-40.40,-1380.55,59.07,6.12,0.41,-16.48,95.84,-5.99,-5.65,-85.32,AGSTRA,IT - Hardware
1.,Virtual Galaxy,,21.55,353.13,,,,,87.95,,,,,0.00,,,id,IT - Software
2.,PFL Infotech,13.38,,10.01,,0.00,,50.00,6.50,0.00,0.00,,0.00,0.00,,87.39,531769,IT - Software
3.,Baron Infotech,1.20,,1.22,-100.00,83.02,,,12.44,0.00,0.00,,0.00,0.00,-0.13,9.09,532336,IT - Software
4.,Fourth Gen.,7.57,,2.69,-33.33,-900.00,-66.67,-366.67,34.71,0.00,0.00,,0.00,-0.83,,10.19,532403,IT - Software
5.,Bodhtree Consul.,56.50,,97.03,-94.65,4.60,-83.91,-170.34,93.17,0.06,0.00,100.59,0.00,0.00,-10.86,206.07,539122,IT - Software
6.,G-Tech Info.,4.97,174.00,1.74,,,,,0.00,0.00,0.00,,0.00,0.00,,85.45,532139,IT - Software
7.,Kashyap TeleMed.,8.24,,39.32,-20.00,,-33.33,,36.40,0.06,0.00,2.00,0.00,0.00,,186.52,531960,IT - Software
8.,I Power Solution,17.50,,7.79,,-125.00,,-28.57,61.68,0.00,0.00,,0.00,0.00,,10.20,512405,IT - Software
9.,Aris Interna.,384.00,1920.00,57.60,-89.47,-100.00,0.00,100.00,74.94,0.00,0.00,74.64,0.00,0.00,,237.64,531677,IT - Software
10.,Triton Corp.,0.57,,11.39,,9.09,,-11.11,67.62,0.10,0.23,,0.00,0.00,-1.00,7.55,523387,IT - Software
11.,Hypersoft Tech.,20.31,,8.64,9.09,-381.25,1100.00,-2466.67,47.85,0.00,0.00,-17.05,0.00,0.00,,4.96,539724,IT - Software
12.,Lex Nimble Solu.,92.36,37.57,38.70,36.24,40.48,98.73,28.26,74.60,0.00,0.00,,0.00,0.62,,15.74,541196,IT - Software
13.,Bio Green Papers,134.42,44.40,1565.08,,16237.50,32.98,26.44,81.79,0.00,0.00,,0.00,-7.24,,206.97,534535,IT - Software
14.,ACS Tech,17.97,21.11,109.16,44.77,-55.81,8.84,-58.71,47.70,0.00,0.00,36.49,0.00,0.00,3.21,,530745,IT - Software
15.,Covance Softsol,9.98,11.78,14.73,151.10,80.77,69.74,-74.32,73.47,0.00,0.00,,0.00,0.00,3.43,,544361,IT - Software
16.,AXISCADES Tech.,982.40,77.76,4174.99,18.21,111.71,3.71,20.49,59.49,2.03,0.69,10.40,0.06,-0.07,4.38,29.54,AXISCADES,IT - Software
17.,HCKK Ventures,164.30,290.29,60.96,14.29,150.00,60.00,0.00,60.33,0.00,0.00,0.13,0.24,0.00,,4.72,539224,IT - Software
18.,TeleCanor Global,11.10,16.21,12.64,1534.62,302.94,,1078.57,22.99,0.14,0.00,,1.60,0.00,,52.68,530595,IT - Software
19.,Capricorn System,17.04,,6.81,4.00,44.44,0.00,88.10,24.91,0.00,0.00,22.19,1.84,-32.04,,10.22,512169,IT - Software
20.,Cura Tech.,85.32,,81.57,,,,-1150.00,81.36,0.03,0.00,,1.95,68.81,,,CURAA,IT - Software
21.,Intellect Design,1063.00,44.35,14766.43,18.29,58.43,19.07,92.66,29.91,8.23,24.86,0.91,7.01,-0.04,184.99,45.42,INTELLECT,IT - Software
22.,Kandarp Digi,89.40,81.86,80.22,24.60,-9.68,-10.41,-60.00,58.77,0.00,0.00,,7.36,-8.91,2.92,62.55,KANDARP,IT - Software
23.,Tera Software,266.95,42.33,334.03,15.24,91.89,-5.72,69.05,47.53,0.00,0.00,4.24,8.12,0.00,3.52,23.54,TERASOFT,IT - Software
24.,Silver Touch,805.95,46.02,1022.03,8.72,45.73,15.18,75.10,74.53,0.00,0.00,30.09,8.41,0.10,11.60,20.73,SILVERTUC,IT - Software
25.,Hexaware Tech.,776.00,40.54,47157.11,16.70,17.24,1.70,2.00,74.71,9.06,10.59,,8.71,-20.37,20.48,,HEXT,IT - Software
26.,Identixweb,69.06,33.39,72.10,,,,,62.99,4.94,9.04,,9.13,,,,544388,IT - Software
27.,Secmark Consult.,129.95,31.83,135.28,71.47,113.59,56.25,39400.00,74.71,0.00,0.00,45.46,10.44,0.00,132.25,31.10,SECMARK,IT - Software
28.,Enfuse,241.15,35.09,213.36,41.74,45.00,-14.26,-38.30,73.58,2.34,0.34,,10.69,0.00,5.80,10.37,ENFUSE,IT - Software
29.,Affle 3i,1682.00,61.88,23631.51,18.97,17.81,0.10,2.84,55.02,15.31,16.09,23.09,10.72,-0.01,51.55,10.71,AFFLE,IT - Software
30.,Tech Mahindra,1606.50,37.01,157287.70,3.98,72.75,0.74,15.48,35.01,32.13,22.95,1.95,11.13,0.00,18.17,-1.81,TECHM,IT - Software
31.,Colab Platforms,135.10,689.01,1378.02,1975.00,4.55,64.01,73.58,33.88,0.00,0.00,4608.26,11.32,0.00,,152.47,542866,IT - Software
32.,Firstsour.Solu.,369.00,44.43,26089.35,29.39,20.37,2.81,0.24,53.66,22.90,10.07,26.19,12.72,0.00,5.73,6.02,FSL,IT - Software
33.,Sofcom Systems,84.00,1694.27,203.31,763.64,100.00,227.59,-29.41,0.00,0.00,0.00,3336.43,13.49,0.00,,20.87,538923,IT - Software
34.,ASM Technologies,1571.45,248.98,1849.91,16.19,2571.43,13.70,112.70,57.09,0.00,0.23,6.07,15.69,-0.01,3.43,22.05,526433,IT - Software
35.,Coforge,8446.60,67.57,56489.90,47.08,20.36,4.66,20.09,0.00,49.93,40.21,34.36,15.76,0.00,10.91,8.57,COFORGE,IT - Software
36.,Datamatics Glob.,618.15,20.42,3658.04,20.46,-13.67,16.85,-39.85,66.33,0.20,1.14,11.70,16.47,0.00,8.94,7.23,DATAMATICS,IT - Software
37.,Persistent Sys,5659.95,63.00,88210.32,25.15,25.51,5.87,6.10,30.66,26.85,24.36,21.62,16.63,0.00,28.37,1.63,PERSISTENT,IT - Software
38.,HCL Technologies,1666.00,25.93,452096.63,6.13,8.10,1.19,-6.20,60.81,15.44,19.15,6.51,17.21,0.00,37.76,-0.89,HCLTECH,IT - Software
39.,Trejhara Solutio,253.60,518.49,368.13,0.94,-61.63,1.26,-40.00,23.07,0.00,1.43,16.61,17.26,0.00,23.75,37.22,TREJHARA,IT - Software
40.,eClerx Services,3197.45,28.97,15675.62,17.19,17.15,5.21,11.16,53.81,25.12,10.12,15.07,17.53,0.00,19.44,1.80,ECLERX,IT - Software
41.,Zensar Tech.,809.00,28.27,18373.16,10.51,1.79,2.51,10.39,49.07,19.89,14.98,7.79,17.87,-0.03,47.90,-2.76,ZENSARTECH,IT - Software
42.,Sagility India,46.34,40.23,21693.28,22.23,127.62,7.94,-15.83,82.39,7.47,3.39,17.39,17.90,0.00,9.01,-5.21,SAGILITY,IT - Software
43.,MPS,2524.55,33.06,4318.46,39.27,36.93,4.87,15.52,68.34,0.88,1.98,33.23,18.01,0.00,345.31,-3.19,MPSLTD,IT - Software
44.,TAC Infosec,1387.05,111.04,1453.59,131.63,117.95,89.64,173.22,56.94,0.00,3.57,,18.26,0.00,30.85,22.75,TAC,IT - Software
45.,Mphasis,2605.60,29.11,49564.65,8.73,13.55,4.18,4.37,40.14,34.91,20.61,7.18,19.57,-0.09,17.39,2.74,MPHASIS,IT - Software
46.,PB Fintech.,1791.55,158227.39,82278.27,36.55,-82.84,20.47,-213.03,0.00,22.95,45.93,62.50,20.55,0.00,-805.50,12.94,POLICYBZR,IT - Software
47.,Infosys,1593.00,24.94,661614.89,7.92,-11.75,-2.01,3.17,14.60,38.32,32.89,6.09,20.62,0.17,95.74,-13.11,INFY,IT - Software
48.,Cigniti Tech.,1560.00,19.34,4273.92,16.38,169.53,2.69,15.07,55.16,10.59,9.73,11.09,21.24,-0.16,108.96,12.69,CIGNITITEC,IT - Software
49.,Wipro,254.80,20.31,266859.77,1.33,25.93,0.83,6.58,72.73,7.47,8.35,-0.71,21.50,-0.02,13.59,-16.73,WIPRO,IT - Software
50.,C.E. Info System,2144.25,79.32,11669.03,34.28,28.02,25.33,51.67,51.65,8.91,4.44,22.73,21.97,-0.02,101.73,26.30,MAPMYINDIA,IT - Software
51.,One Point One,60.12,49.78,1546.46,57.13,41.21,5.12,0.60,52.30,0.52,16.12,58.31,22.43,0.85,6.66,24.44,ONEPOINT,IT - Software
52.,TCS,3558.25,26.48,1287406.01,5.29,-1.69,0.79,-1.21,71.77,11.49,12.04,6.00,22.52,0.00,73.26,-9.02,TCS,IT - Software
53.,Alldigi Tech,961.50,20.81,1465.16,12.64,-4.00,4.76,-3.16,73.39,1.32,0.93,16.46,23.20,0.00,18.39,0.48,ALLDIGI,IT - Software
54.,Inventurus Knowl,1677.00,59.19,28772.80,16.78,132.50,10.16,13.97,63.72,4.02,5.38,,23.42,0.00,9.57,-0.20,IKS,IT - Software
55.,Fidel Softech,166.50,24.72,228.95,28.53,100.67,1.55,67.04,72.97,0.00,0.00,36.96,24.23,0.19,,13.07,FIDEL,IT - Software
56.,Anka India,33.63,178.45,51.75,,-91.67,,-90.00,55.00,0.00,0.00,,24.58,0.00,,100.00,531673,IT - Software
57.,L&T Technology,4523.00,37.92,47889.73,17.53,-9.01,12.42,-2.91,73.66,13.67,5.18,10.77,24.62,0.00,27.87,-9.38,LTTS,IT - Software
58.,InfoBeans Tech.,385.50,24.17,939.44,6.48,16.99,7.15,48.73,74.04,0.00,0.56,7.14,24.65,0.06,39.00,6.07,INFOBEAN,IT - Software
59.,Mipco Seaml Ring,30.47,,10.92,,33.33,,50.00,0.00,0.50,0.00,,25.23,0.00,,-14.41,505797,IT - Software
60.,BLS Internat.,389.60,31.55,16041.42,54.74,67.34,35.08,13.53,70.38,2.26,9.94,32.52,25.41,0.00,18.81,5.22,BLS,IT - Software
61.,LTIMindtree,5043.90,32.48,149475.73,9.88,2.60,1.15,3.86,68.57,15.51,7.00,7.04,25.47,0.00,23.72,-8.67,LTIM,IT - Software
62.,eMudhra,761.40,74.51,6305.27,47.34,13.76,5.78,8.66,54.40,15.98,4.23,40.29,25.64,0.00,-282.73,12.87,EMUDHRA,IT - Software
63.,Ceinsys Tech,1563.00,43.09,2726.06,81.92,88.37,27.37,22.80,51.86,0.87,4.67,67.24,25.75,0.00,19.33,-13.86,538734,IT - Software
64.,Ramco Systems,386.25,,1440.02,22.09,61.33,9.88,-4.77,53.21,5.62,9.60,9.67,26.15,-0.16,-6.68,23.55,RAMCOSYS,IT - Software
65.,Netlink Solns(I),172.00,3.69,43.51,0.00,-183.52,-91.67,-111.95,54.66,0.00,0.00,59.48,26.18,-4.73,,27.51,509040,IT - Software
66.,Aurum Proptech,194.55,,569.52,17.72,-126.52,9.03,-15.85,49.89,0.00,0.38,24.52,26.53,-0.02,0.03,6.23,AURUM,IT - Software
67.,Latent View,421.80,50.19,8708.96,35.27,13.31,1.90,20.27,65.24,3.27,3.02,32.63,26.64,0.00,14.22,4.75,LATENTVIEW,IT - Software
68.,63 Moons Tech.,790.00,,3640.22,-91.26,-123.84,20.33,3.61,45.63,0.00,1.41,-72.10,26.84,0.00,-215.79,21.18,63MOONS,IT - Software
69.,Systango Tech,219.85,17.45,322.49,6.91,19.16,-2.93,10.48,72.07,1.21,0.21,,27.03,0.03,384.00,-0.18,SYSTANGO,IT - Software
70.,Accedere,75.83,381.25,38.12,-25.51,50.00,-31.13,-70.00,81.46,0.00,0.00,98.11,27.06,0.00,,-22.09,531533,IT - Software
71.,Zaggle Prepaid,434.80,66.72,5835.25,50.51,66.81,22.30,57.91,44.21,13.26,8.44,70.45,27.17,4.12,38.94,21.19,ZAGGLE,IT - Software
72.,7Seas Enter.,68.00,91.44,151.79,42.59,152.38,5.12,10.42,31.32,0.00,0.00,38.75,27.26,0.00,,-9.41,540874,IT - Software
73.,Naapbooks,115.30,53.02,123.53,90.91,121.43,-34.72,13.76,53.76,0.00,0.04,,27.48,0.00,19.22,4.39,543351,IT - Software
74.,United Interacti,89.80,20.28,16.43,-100.00,1000.00,,-76.58,69.83,0.00,0.00,,27.87,0.00,,10.35,502893,IT - Software
75.,Sattrix,181.80,68.68,123.62,-11.73,-56.99,,,73.53,0.00,0.16,,28.43,0.00,10.00,55.04,544189,IT - Software
76.,ERP Soft Systems,135.85,448.33,53.80,-10.56,100.00,51.19,33.33,55.76,0.00,0.00,-32.39,28.44,0.00,,-9.43,530909,IT - Software
77.,Saven Tech.,47.73,20.05,51.92,12.80,-17.54,-0.52,-38.16,42.47,0.00,0.00,9.13,28.60,0.00,,-6.67,532404,IT - Software
